group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
IPodOut, TestPatternProhibitedInProductionFirmware, This rule throws an error whenever seeing a request to enable the test pattern. This is because we do not want the request for the test pattern ever making it into production firmware., CurrentMFiFirmwareSpecFileReference (Table 4-262), 2.2, NO, NO, NO, Error, The iPod Out test pattern is acceptable to be used only during development. Do not request it in production firmware.
IPodOut, VideoMonitorAspectRatioNotFullscreenWhenEnteringiPodOutMode, This rule throws a warning if the accessory sets the video monitor aspect ratio preference to something other than fullscreen (4:3 aspect ratio) via SetiPodPreferences before entering iPod Out mode via SetUIMode. rdar://problem/11992600 Vet VideoMonitorAspectRatioNotFullscreenWhenEnteringiPodOutMode, N/A, 1.5, NO, NO, NO, Warning, recommend setting video monitor aspect ratio to 4:3 (fullscreen) before entering iPod Out mode
IPodOut, VideoOutConnectionPrefNotSetDuringIDPSForiPodOut, This rule throws an error if the accessory identifies for iPod Out lingo but does not set its Video Out Connection preference using an iPodPreferenceToken during IDPS., CurrentMFiFirmwareSpecFileReference (1.12.1), 2.2, NO, NO, NO, Error, accessory attempted to enter iPod Out mode but did not send an iPodPreferenceToken with its Video Out Connection preference during IDPS
IPodOut, VideoOutNotTurnedOnDuringIDPSForiPodOut, This rule throws an error if the accessory identifies for iPod Out lingo but does not turn on video out using an iPodPreferenceToken during IDPS., CurrentMFiFirmwareSpecFileReference (1.12.1), 2.2, NO, NO, NO, Error, accessory attempted to enter iPod Out mode but did not turn on video out using an iPodPreferenceToken during IDPS
IPodOut, VideoSignalFormatNotNTSCWhenEnteringiPodOutMode, This rule throws a warning if the accessory sets the video signal format preference to something other than NTSC via SetiPodPreferences before entering iPod Out mode via SetUIMode. rdar://problem/11992603 Vet VideoSignalFormatNotNTSCWhenEnteringiPodOutMode, CurrentMFiFirmwareSpecFileReference (1.12), 2.0, NO, NO, NO, Warning, recommend setting video signal format to NTSC before entering iPod Out mode
IPodOut, VideoSignalFormatPrefNotSetDuringIDPSForiPodOut, This rule throws an error if the accessory identifies for iPod Out lingo but does not set its Video Signal Format preference using an iPodPreferenceToken during IDPS., CurrentMFiFirmwareSpecFileReference (1.12), 2.2, NO, NO, NO, Error, accessory attempted to enter iPod Out mode but did not send an iPodPreferenceToken with its Video Signal Format preference during IDPS
StorageLingoAccessory, FileWriteBeforeOpen, This rule throws an error if WriteiPodFileData is used before OpeniPodFeatureFile is sent., CurrentMFiFirmwareSpecFileReference (4.11.7), 1.1, NO, NO, NO, Error, accessory sent WriteiPodFileData without sending OpeniPodFeatureFile first
StorageLingoAccessory, SecondOpeniPodFeatureFileWithoutCloseiPodFile, This rule throws an error if two Storage Lingo OpeniPodFeatureFile commands of the same type are sent without an intervening CloseiPodFile or negative iPodAck., CurrentMFiFirmwareSpecFileReference (4.11.11), 1.1, NO, NO, NO, Error, accessory called OpeniPodFeatureFile of the same feature type twice without an intervening CloseiPodFile or negative iPodAck
StorageLingoAccessory, StorageRequiredCommandsNotSeenCA, Fire an error during the Storage test if a required Storage command was not seen, N/A, 3.0, NO, NO, NO, Error, the required commands for the Storage test were not seen
StorageLingoAccessory, WriteBeforeOpeniPodFeatureFileACK, This rule throws an error if an accessory tries to write to a file before OpeniPodFeatureFile is ACKed., CurrentMFiFirmwareSpecFileReference (4.11.7), 1.1, NO, NO, NO, Error, accessory sent WriteiPodFileData without waiting for ACK from OpeniPodFeatureFile
StorageLingoAccessory, WriteToWrongFileHandle, This rule throws an error if an accessory tries to write to a file handle other than the one provided by OpeniPodFeatureFile., CurrentMFiFirmwareSpecFileReference (4.11.7), 1.1, NO, NO, NO, Error, accessory attempted to write to a file handle other than the one returned by RetiPodFileHandle
VoiceOveriAP2, VoiceOverMessagesNotSeenCAiAP2, Throw an error if the accessory fails to send mandatory messages during the VoiceOver test, N/A, 3.1, NO, NO, NO, Error, did not see %1$@ while testing the %2$@ feature
VoiceOveriAP2, VoiceOverOptionalMessagesNotSeenCAiAP2, Throw an error if optional but supported messages are not seen during the VoiceOver test, N/A, 3.1, NO, NO, NO, Error, did not see supported message%2$@ %1$@ while testing the %3$@ feature
USBChargingPowerSource, SetAvailableCurrentNotSentAfterAuth, This CA-only rule thows an error if the accessory does not send a SetAvailableCurrent command 1 second after authentication completes successfully.  (Currently only enabled for USB Host Mode accessories). See rdar://problem/10011965 - Rules: Require use of SetAvailableCurrent over D+/D- resistors and USB Vendor Request when iAP is in use, CurrentMFiHardwareSpecFileReference (pg. 33), 2.2, NO, NO, NO, Error, accessory did not send SetAvailableCurrent within 1 second after authentication completes
USBChargingPowerSource, SetAvailableCurrentValueIncorrectForSupportedAppleDevicesCA, This CA-only rule fires an error if the accessory sends a SetAvailableCurrent command with a value of less than 1000 mA when an iPod or iPhone is supported by the ProductPlan or less than 2100 mA when an iPad is supported by the ProductPlan, CurrentMFiHardwareSpecFileReference (pg. 33), 2.3, NO, NO, YES, Error, accessory sent SetAvailableCurrent with a value of %hu mA_ but the accessory's claims indicate support for devices requiring at least %hu mA
USBChargingPowerSource, USBChargingPowerSourceType500mADeprecated30Pin, This rule throws a warning if the accessory identifies itself as a 500mA charger using the D+/- resistor networks., CurrentMFiHardwareSpecFileReference (pg. 31), 2.0, NO, NO, NO, Warning, accessory presented D+ and D- resistors of the deprecated 500 mA charger
USBChargingPowerSource, USBDMinusDrivenWithoutUSBVbus30Pin, This rule throws an error if the accessory drives USB D- but does not drive USB Vbus.  It will fire every time the value of D- changes., CurrentMFiHardwareSpecFileReference (pg. 30), 1.2, NO, NO, YES, Error, accessory is not driving USB Vbus_ but the accessory's claims indicate that it should drive USB Vbus
USBChargingPowerSource, USBDMinusResistorIncorrectFor1A30Pin, This rule throws an error if the accessory does not present a correct resistor for D- for a claimed 1 A USB Vbus power source.  It will fire every time the value of D- changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.2, NO, NO, YES, Error, accessory presented an incorrect D- resistor value for the 1 A USB Vbus power source claims selection
USBChargingPowerSource, USBDMinusResistorIncorrectFor2Point1A30Pin, This rule throws an error if the accessory does not present a correct resistor for D- for a claimed 2.1 A USB Vbus power source.  It will fire every time the value of D- changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.4, NO, NO, YES, Error, accessory presented an incorrect D- resistor value for the 2.1 A USB Vbus power source claims selection
USBChargingPowerSource, USBDMinusResistorIncorrectFor500mA30Pin, This rule throws an error if the accessory does not present a correct resistor for D- for a claimed 500 mA USB Vbus power source.  It will fire every time the value of D- changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.2, NO, NO, YES, Error, accessory presented an incorrect D- resistor value for the 500 mA USB Vbus power source claims selection
USBChargingPowerSource, USBDPlusDrivenWithoutUSBVbus30Pin, This rule throws an error if the accessory drives USB D+ but does not drive USB Vbus.  It will fire everytime the value of D+ changes., CurrentMFiHardwareSpecFileReference (pg. 30), 1.2, NO, NO, YES, Error, accessory is not driving USB Vbus_ but the accessory's claims indicate that it should drive USB Vbus
USBChargingPowerSource, USBDPlusResistorIncorrectFor1A30Pin, This rule throws an error if the accessory does not present a correct resistor for D+ for a claimed 1 A USB Vbus power source.  It will fire every time the value of D+ changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.4, NO, NO, YES, Error, accessory presented an incorrect D+ resistor value for the 1 A USB Vbus power source claims selection
USBChargingPowerSource, USBDPlusResistorIncorrectFor2Point1A30Pin, This rule throws an error if the accessory does not present a correct resistor for D+ for a claimed 2.1 A USB Vbus power source.  It will fire every time the value of D+ changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.4, NO, NO, YES, Error, accessory presented an incorrect D+ resistor value for the 2.1 A USB Vbus power source claims selection
USBChargingPowerSource, USBDPlusResistorIncorrectFor500mA30Pin, This rule throws an error if the accessory does not present a correct resistor for D+ for a claimed 500 mA USB Vbus Power Source.  It will fire every time the value of D+ changes., CurrentMFiHardwareSpecFileReference (pg. 31), 1.4, NO, NO, YES, Error, accessory presented an incorrect D+ resistor value for the 500 mA USB Vbus power source claims selection
USBChargingPowerSource, USBVbusVoltageAtAcceptableLevelDuringLoadTest30Pin, This rule outputs an informational message if the accessory Vbus voltage is at an acceptable level during a USB Vbus load test., CurrentMFiHardwareSpecFileReference (pg. 31), 2.0, NO, NO, NO, Information, accessory is driving USB Vbus voltage at an acceptable level of %1$1.2lf V while under load
USBChargingPowerSource, USBVbusVoltageReturnedToAcceptableLevel30Pin, This rule prints an informational message when the USB Vbus voltage returns to an acceptable level between 4.745 V and 5.255 V  after momentarily being low or high., CurrentMFiHardwareSpecFileReference (pg. 32), 2.0, NO, NO, NO, Information, <USB Vbus voltage returned to an acceptable level (measured as %1$.2lf V)>
USBChargingPowerSource, USBVbusVoltageTooHigh30Pin, This rule throws an error if the accessory drives USB Vbus to a value greater than 5.255 V.  It will fire every time the value of Vbus changes. If the accessory returns Vbus to within spec_ an informative message will be displayed. Note: this threshold value is derived from the general USB spec which requires Vbus voltage to be within +/- 5% of 5 V., CurrentMFiHardwareSpecFileReference (pg. 32), 1.2, NO, NO, NO, Error, accessory is driving USB Vbus voltage too high (measured as %1$.2lf V_ threshold is 5.25 V)
USBChargingPowerSource, USBVbusVoltageTooLow30Pin, This rule throws a warning if the accessory drives USB Vbus to a value less than 4.70 V for 500mA and 1A chargers and less than 4.55 V for 2.1A chargers (this includes both brick chargers and accessories which speak iAP over serial and use SetAvailableCurrent). For iAP over USB accessories which drive USB Vbus_ the threshold is set to 4.90 V for both 1A and 2.1A accessories. It will fire the first time Vbus drops below the threshold. Note: For iAP over USB accessories_ the hardware rule engine has no way of determining if the accessory is a 1A charger or a 2.1A charger so we default to the lower threshold of 4.90V., CurrentMFiHardwareSpecFileReference (pg. 32), 1.2, NO, NO, NO, Warning, accessory is driving USB Vbus voltage too low (measured as %1$.2lf V_ threshold is %2$.2f V)
USBChargingPowerSource, USBVbusVoltageTooLowDuringLoadTest30Pin, This rule throws an error if the accessory Vbus voltage drops below the required threshold during a USB Vbus load test., CurrentMFiHardwareSpecFileReference (pg. 31), 2.0, NO, NO, NO, Error, accessory is driving USB Vbus voltage too low while under load (measured as %1$1.2lf V_ threshold is %2$1.2lf V)
USBChargingPowerSource, USBVbusVoltageTooLowExtended30Pin, This rule will throw an error if the accessory remains in the USBVbusVoltageTooLow30Pin state for more than 5 seconds. See USBVbusVoltageTooLow30Pin description for more details on the particular state., CurrentMFiHardwareSpecFileReference (pg. 32), 1.2, NO, NO, NO, Error, accessory has been driving USB Vbus voltage too low for more than 5 seconds (measured as %1$.2lf V_ threshold is %2$.2lf V)
